"id","muestra","feature_id","feature_type","conteo_crudo","microbiota","tipo_tiempo"
"20971","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_TZO","gene-SAR_RS08825","gene","244","3","preflight"
"20972","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS08860","gene","4","3","preflight"
"20973","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_ORC","gene-SAR_RS08865","gene","2","3","preflight"
"20974","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_TZO","gene-SAR_RS08865","gene","38","3","preflight"
"20975","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_TZO","gene-SAR_RS08875","gene","126","3","preflight"
"20976","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS08905","gene","1","3","preflight"
"20977","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS08950","gene","101","3","preflight"
"20978","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS08950","gene","32","3","preflight"
"20979","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS08960","gene","156","3","preflight"
"20980","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS08960","gene","33","3","preflight"
"20981","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS08965","gene","1075","3","preflight"
"20982","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_GLU","gene-SAR_RS08965","gene","8","3","preflight"
"20983","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS08965","gene","495","3","preflight"
"20984","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_ORC","gene-SAR_RS08965","gene","16","3","preflight"
"20985","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_TZO","gene-SAR_RS08965","gene","9","3","preflight"
"20986","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_WEB","gene-SAR_RS08965","gene","418","3","preflight"
"20987","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAP","gene-SAR_RS08965","gene","4","3","preflight"
"20988","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS08990","gene","560","3","preflight"
"20989","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS08990","gene","178","3","preflight"
"20990","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_ORC","gene-SAR_RS08990","gene","2","3","preflight"
"20991","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS08995","gene","151","3","preflight"
"20992","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_GLU","gene-SAR_RS08995","gene","6","3","preflight"
"20993","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS08995","gene","60","3","preflight"
"20994","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS09000","gene","512","3","preflight"
"20995","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_GLU","gene-SAR_RS09000","gene","8","3","preflight"
"20996","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS09000","gene","158","3","preflight"
"20997","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_TZO","gene-SAR_RS09000","gene","158","3","preflight"
"20998","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAP","gene-SAR_RS09000","gene","16","3","preflight"
"20999","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS09010","gene","7","3","preflight"
"21000","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS09010","gene","6","3","preflight"
"21001","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_TZO","gene-SAR_RS09010","gene","114","3","preflight"
"21002","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS09075","gene","13","3","preflight"
"21003","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS09075","gene","14","3","preflight"
"21004","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_TZO","gene-SAR_RS09075","gene","179","3","preflight"
"21005","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS09090","gene","61","3","preflight"
"21006","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS09090","gene","26","3","preflight"
"21007","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_TZO","gene-SAR_RS09095","gene","2","3","preflight"
"21008","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_ARM","gene-SAR_RS09110","gene","1","3","preflight"
"21009","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS09135","gene","4","3","preflight"
"21010","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS09150","gene","10","3","preflight"
"21011","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS09155","gene","1","3","preflight"
"21012","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS09160","gene","14","3","preflight"
"21013","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS09160","gene","15","3","preflight"
"21014","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS09180","gene","1","3","preflight"
"21015","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS09195","gene","5","3","preflight"
"21016","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS09205","gene","723","3","preflight"
"21017","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_GLU","gene-SAR_RS09205","gene","13","3","preflight"
"21018","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS09205","gene","198","3","preflight"
"21019","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS09305","gene","20","3","preflight"
"21020","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS09305","gene","1","3","preflight"
"21021","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS09330","gene","122","3","preflight"
"21022","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_GLU","gene-SAR_RS09330","gene","3","3","preflight"
"21023","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS09330","gene","71","3","preflight"
"21024","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_TZO","gene-SAR_RS09330","gene","161","3","preflight"
"21025","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS09335","gene","1","3","preflight"
"21026","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS09335","gene","2","3","preflight"
"21027","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_ORC","gene-SAR_RS09375","gene","16","3","preflight"
"21028","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_TZO","gene-SAR_RS09375","gene","208","3","preflight"
"21029","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS09380","gene","18","3","preflight"
"21030","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS09380","gene","6","3","preflight"
"21031","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS09385","gene","16","3","preflight"
"21032","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_ORC","gene-SAR_RS09385","gene","16","3","preflight"
"21033","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_PIT","gene-SAR_RS09385","gene","374","3","preflight"
"21034","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_TZO","gene-SAR_RS09385","gene","6","3","preflight"
"21035","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS09395","gene","16","3","preflight"
"21036","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS09395","gene","14","3","preflight"
"21037","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS09400","gene","20","3","preflight"
"21038","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_GLU","gene-SAR_RS09400","gene","8","3","preflight"
"21039","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS09400","gene","6","3","preflight"
"21040","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS09410","gene","7","3","preflight"
"21041","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS09410","gene","4","3","preflight"
"21042","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_ORC","gene-SAR_RS09410","gene","2","3","preflight"
"21043","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS09455","gene","5","3","preflight"
"21044","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_WEB","gene-SAR_RS09455","gene","5","3","preflight"
"21045","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS09595","gene","1","3","preflight"
"21046","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_TZO","gene-SAR_RS09600","gene","1","3","preflight"
"21047","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS09615","gene","8","3","preflight"
"21048","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_GLU","gene-SAR_RS09620","gene","16","3","preflight"
"21049","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS15670","gene","150","3","preflight"
"21050","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_GLU","gene-SAR_RS15670","gene","16","3","preflight"
"21051","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS15670","gene","71","3","preflight"
"21052","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS09780","gene","6","3","preflight"
"21053","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_TZO","gene-SAR_RS09825","gene","1","3","preflight"
"21054","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS09835","gene","1","3","preflight"
"21055","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_TZO","gene-SAR_RS09835","gene","1","3","preflight"
"21056","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS09840","gene","8","3","preflight"
"21057","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS09840","gene","1","3","preflight"
"21058","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS09850","gene","2","3","preflight"
"21059","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_ORC","gene-SAR_RS09850","gene","18","3","preflight"
"21060","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS09855","gene","2","3","preflight"
"21061","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS09860","gene","4","3","preflight"
"21062","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_GLU","gene-SAR_RS09860","gene","4","3","preflight"
"21063","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_ORC","gene-SAR_RS09860","gene","18","3","preflight"
"21064","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_TZO","gene-SAR_RS09860","gene","12","3","preflight"
"21065","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_WEB","gene-SAR_RS09860","gene","38","3","preflight"
"21066","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAP","gene-SAR_RS09860","gene","4","3","preflight"
"21067","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_TZO","gene-SAR_RS09880","gene","1","3","preflight"
"21068","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_ARM","gene-SAR_RS09880","gene","236","3","preflight"
"21069","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS09950","gene","209","3","preflight"
"21070","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_GLU","gene-SAR_RS09950","gene","7","3","preflight"
"21071","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS09950","gene","209","3","preflight"
"21072","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS09960","gene","15","3","preflight"
"21073","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS09960","gene","1","3","preflight"
"21074","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS09970","gene","1","3","preflight"
"21075","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_TZO","gene-SAR_RS09980","gene","3","3","preflight"
"21076","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS10000","gene","1","3","preflight"
"21077","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS15685","gene","5","3","preflight"
"21078","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS15685","gene","1","3","preflight"
"21079","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS10035","gene","4","3","preflight"
"21080","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS10035","gene","1","3","preflight"
"21081","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_TZO","gene-SAR_RS10040","gene","3","3","preflight"
"21082","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS10050","gene","1","3","preflight"
"21083","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS10055","gene","18","3","preflight"
"21084","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS10055","gene","2","3","preflight"
"21085","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_ORC","gene-SAR_RS10055","gene","1","3","preflight"
"21086","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS10060","gene","2","3","preflight"
"21087","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_ORC","gene-SAR_RS10060","gene","2","3","preflight"
"21088","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS10065","gene","8","3","preflight"
"21089","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS10065","gene","2","3","preflight"
"21090","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_ORC","gene-SAR_RS10065","gene","3","3","preflight"
"21091","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS10070","gene","1","3","preflight"
"21092","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS10070","gene","2","3","preflight"
"21093","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_ORC","gene-SAR_RS10070","gene","24","3","preflight"
"21094","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_ORC","gene-SAR_RS10075","gene","1","3","preflight"
"21095","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS10080","gene","1","3","preflight"
"21096","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_ORC","gene-SAR_RS10080","gene","24","3","preflight"
"21097","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_TZO","gene-SAR_RS10080","gene","5","3","preflight"
"21098","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_UMB","gene-SAR_RS10080","gene","2","3","preflight"
"21099","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_WEB","gene-SAR_RS10080","gene","56","3","preflight"
"21100","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAP","gene-SAR_RS10080","gene","4","3","preflight"
"21101","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS10085","gene","121","3","preflight"
"21102","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS10085","gene","46","3","preflight"
"21103","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS10090","gene","4","3","preflight"
"21104","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS10090","gene","2","3","preflight"
"21105","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_ORC","gene-SAR_RS10090","gene","1","3","preflight"
"21106","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS10095","gene","54","3","preflight"
"21107","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_GLU","gene-SAR_RS10095","gene","1","3","preflight"
"21108","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS10095","gene","10","3","preflight"
"21109","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_ORC","gene-SAR_RS10095","gene","1","3","preflight"
"21110","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS10100","gene","1","3","preflight"
"21111","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS10100","gene","1","3","preflight"
"21112","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS10105","gene","8","3","preflight"
"21113","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS10105","gene","4","3","preflight"
"21114","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_ORC","gene-SAR_RS10105","gene","4","3","preflight"
"21115","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS10110","gene","2","3","preflight"
"21116","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_ORC","gene-SAR_RS10110","gene","8","3","preflight"
"21117","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_ORC","gene-SAR_RS10115","gene","2","3","preflight"
"21118","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_PIT","gene-SAR_RS10115","gene","1","3","preflight"
"21119","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS10125","gene","3","3","preflight"
"21120","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS10125","gene","2","3","preflight"
"21121","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_ORC","gene-SAR_RS10125","gene","105","3","preflight"
"21122","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS10130","gene","3","3","preflight"
"21123","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS10130","gene","4","3","preflight"
"21124","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS10135","gene","1","3","preflight"
"21125","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS10135","gene","7","3","preflight"
"21126","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_ORC","gene-SAR_RS10135","gene","9","3","preflight"
"21127","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS10140","gene","1","3","preflight"
"21128","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_ORC","gene-SAR_RS10140","gene","1","3","preflight"
"21129","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS10145","gene","2","3","preflight"
"21130","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS10145","gene","2","3","preflight"
"21131","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_ORC","gene-SAR_RS10145","gene","3","3","preflight"
"21132","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS10150","gene","10","3","preflight"
"21133","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_ORC","gene-SAR_RS10150","gene","2","3","preflight"
"21134","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS10165","gene","183","3","preflight"
"21135","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_GLU","gene-SAR_RS10165","gene","2","3","preflight"
"21136","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS10165","gene","72","3","preflight"
"21137","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_ORC","gene-SAR_RS10165","gene","33","3","preflight"
"21138","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_TZO","gene-SAR_RS10165","gene","50","3","preflight"
"21139","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS10170","gene","18","3","preflight"
"21140","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS10170","gene","5","3","preflight"
"21141","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_UMB","gene-SAR_RS10170","gene","4","3","preflight"
"21142","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS10260","gene","4","3","preflight"
"21143","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS10260","gene","3","3","preflight"
"21144","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_TZO","gene-SAR_RS10260","gene","4","3","preflight"
"21145","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS10290","gene","16","3","preflight"
"21146","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS10290","gene","6","3","preflight"
"21147","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS10295","gene","1","3","preflight"
"21148","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS10300","gene","2","3","preflight"
"21149","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS10305","gene","6","3","preflight"
"21150","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS10310","gene","17","3","preflight"
"21151","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS10355","gene","2","3","preflight"
"21152","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS10380","gene","1","3","preflight"
"21153","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS10395","gene","70","3","preflight"
"21154","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS10395","gene","61","3","preflight"
"21155","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS10400","gene","7","3","preflight"
"21156","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS10400","gene","11","3","preflight"
"21157","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_ORC","gene-SAR_RS10400","gene","4","3","preflight"
"21158","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_TZO","gene-SAR_RS10400","gene","5","3","preflight"
"21159","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS10405","gene","27","3","preflight"
"21160","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS10405","gene","7","3","preflight"
"21161","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS10425","gene","5","3","preflight"
"21162","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS10435","gene","16","3","preflight"
"21163","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS10435","gene","8","3","preflight"
"21164","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS10600","gene","2","3","preflight"
"21165","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_PIT","gene-SAR_RS10600","gene","6","3","preflight"
"21166","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_TZO","gene-SAR_RS10600","gene","4","3","preflight"
"21167","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_UMB","gene-SAR_RS10600","gene","4","3","preflight"
"21168","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS15320","gene","8","3","preflight"
"21169","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS10850","gene","2","3","preflight"
"21170","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS10895","gene","19","3","preflight"
"21171","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS10965","gene","20","3","preflight"
"21172","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS10995","gene","53","3","preflight"
"21173","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_GLU","gene-SAR_RS10995","gene","7","3","preflight"
"21174","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS10995","gene","6","3","preflight"
"21175","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS11000","gene","1","3","preflight"
"21176","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAP","gene-SAR_RS11000","gene","6","3","preflight"
"21177","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS16030","gene","8","3","preflight"
"21178","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS11190","gene","267","3","preflight"
"21179","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_GLU","gene-SAR_RS11190","gene","5","3","preflight"
"21180","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS11190","gene","75","3","preflight"
"21181","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS11195","gene","10","3","preflight"
"21182","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS11205","gene","6","3","preflight"
"21183","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_TZO","gene-SAR_RS11210","gene","1","3","preflight"
"21184","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS11235","gene","6","3","preflight"
"21185","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS11235","gene","4","3","preflight"
"21186","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS11270","gene","6","3","preflight"
"21187","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS11275","gene","1","3","preflight"
"21188","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS11300","gene","42","3","preflight"
"21189","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_GLU","gene-SAR_RS11300","gene","8","3","preflight"
"21190","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS11300","gene","6","3","preflight"
"21191","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS11325","gene","4","3","preflight"
"21192","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS11355","gene","1","3","preflight"
"21193","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS11385","gene","17","3","preflight"
"21194","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_NAC","gene-SAR_RS11385","gene","7","3","preflight"
"21195","GLDS-564_metatranscriptomics_metaT_I4_C003_L-3_EAR","gene-SAR_RS11405","gene","1","3","preflight"
